Stock Item Record ID,Description,Discountable,UPC Code,Price,Cost,Taxable,Price Type,Register Data Status,Quantity on Hand,Inventory Method,Assigned Cost,Order Trigger,Recommended Order,Department,Category,Supplier,Supplier Code,Unit,Tax Group
,SJGE LSS DESIGN 1 PRP 2XL     ,TRUE,699170354145,20.00,8.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 LBL SM      ,TRUE,699170354152,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 LBL MD      ,TRUE,699170354169,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 LBL LG      ,TRUE,699170354176,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 LBL XL      ,TRUE,699170354183,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 LBL 2XL     ,TRUE,699170354190,15.00,6.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 GLD SM      ,TRUE,699170354206,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 GLD MD      ,TRUE,699170354213,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 GLD LG      ,TRUE,699170354220,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 GLD XL      ,TRUE,699170354237,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 GLD 2XL     ,TRUE,699170354244,15.00,6.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 RED SM      ,TRUE,699170354251,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 RED MD      ,TRUE,699170354268,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 RED LG      ,TRUE,699170354275,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 RED XL      ,TRUE,699170354282,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 2 RED 2XL     ,TRUE,699170354299,15.00,6.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 3 ORG SM      ,TRUE,699170354305,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 3 ORG MD      ,TRUE,699170354312,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 3 ORG LG      ,TRUE,699170354329,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 3 ORG XL      ,TRUE,699170354336,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 3 ORG 2XL     ,TRUE,699170354343,15.00,6.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 3 RED SM      ,TRUE,699170354350,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 3 RED MD      ,TRUE,699170354367,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 3 RED LG      ,TRUE,699170354374,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 3 RED XL      ,TRUE,699170354381,15.00,4.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TEE DESIGN 3 RED 2XL     ,TRUE,699170354398,15.00,6.90,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE SOCK 8 BELT BLK          ,TRUE,699170354466,9.99,6.00,TRUE,system,active,6,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE SOCK 8 BELT WHT          ,TRUE,699170354473,9.99,6.00,TRUE,system,active,6,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE BEAN HOF EMB WHT OSFA    ,TRUE,699170354480,11.99,6.00,TRUE,system,active,3,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HAT CRSS STCK CMO OSFA   ,TRUE,699170354497,12.99,8.49,TRUE,system,active,2,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HAT SNAPBACK BLK OSFA    ,TRUE,699170354503,14.99,9.49,TRUE,system,active,2,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE BAG KILGOUR RED OSFA     ,TRUE,699170354510,14.99,6.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE BAG KILGOUR BLK OSFA     ,TRUE,699170354527,14.99,6.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE BAG KILGOUR NVY OSFA     ,TRUE,699170354534,14.99,6.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE BAG KILGOUR PRP OSFA     ,TRUE,699170354541,14.99,6.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HAT SNAPBACK 2CL OSFA    ,TRUE,699170354558,16.99,11.50,TRUE,system,active,2,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HAT KILGOUR 3CL SM/MD    ,TRUE,699170354565,18.99,9.99,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HAT KILGOUR 3CL MD/LG    ,TRUE,699170354572,18.99,9.99,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HAT KILGOUR 3CL LG/XL    ,TRUE,699170354589,18.99,9.99,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HAT KILGOUR 3CL SM/MD    ,TRUE,699170354596,18.99,9.99,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HAT KILGOUR 3CL MD/LG    ,TRUE,699170354602,18.99,9.99,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HAT KILGOUR 3CL LG/XL    ,TRUE,699170354619,18.99,9.99,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE POLO HOF CREST GLD SM    ,TRUE,699170354626,26.99,17.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE POLO HOF CREST GLD MD    ,TRUE,699170354633,26.99,17.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE POLO HOF CREST GLD LG    ,TRUE,699170354640,26.99,17.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE POLO HOF CREST GLD XL    ,TRUE,699170354664,26.99,17.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE POLO HOF CREST GLD 2XL   ,TRUE,699170354657,26.99,19.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE POLO HOF CREST RED SM    ,TRUE,699170354671,26.99,17.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE POLO HOF CREST RED MD    ,TRUE,699170354688,26.99,17.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE POLO HOF CREST RED LG    ,TRUE,699170354695,26.99,17.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE POLO HOF CREST RED XL    ,TRUE,699170354701,26.99,17.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE POLO HOF CREST RED 2XL   ,TRUE,699170354718,26.99,19.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE SWPT BLK SM              ,TRUE,699170354725,29.99,15.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE SWPT BLK MD              ,TRUE,699170354732,29.99,15.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE SWPT BLK LG              ,TRUE,699170354749,29.99,15.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE SWPT BLK XL              ,TRUE,699170354756,29.99,15.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE SWPT SWEATPANT HTR SM    ,TRUE,699170354763,29.99,15.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE SWPT SWEATPANT HTR MD    ,TRUE,699170354770,29.99,15.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE SWPT SWEATPANT HTR LG    ,TRUE,699170354787,29.99,15.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE SWPT SWEATPANT HTR XL    ,TRUE,699170354794,29.99,15.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD PURP WHIT 2CL SM    ,TRUE,699170354800,34.99,22.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD PURP WHIT 2CL MD    ,TRUE,699170354817,34.99,22.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD PURP WHIT 2CL LG    ,TRUE,699170354824,34.99,22.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD PURP WHIT 2CL XL    ,TRUE,699170354831,34.99,22.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD PURP WHIT 2CL XL    ,TRUE,699170354848,34.99,22.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TRPT BLK WHT 2CL SM      ,TRUE,699170354855,39.99,23.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TRPT BLK WHT 2CL MD      ,TRUE,699170354862,39.99,23.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TRPT BLK WHT 2CL LG      ,TRUE,699170354879,39.99,23.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TRPT BLK WHT 2CL XL      ,TRUE,699170354886,39.99,23.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE TRPT BLK WHT 2CL 2XL     ,TRUE,699170354893,39.99,23.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE SWPT SWEATPANT BLK SM    ,TRUE,699170354909,49.99,35.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE SWPT SWEATPANT BLK MD    ,TRUE,699170354916,49.99,35.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE SWPT SWEATPANT BLK LG    ,TRUE,699170354923,49.99,35.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE SWPT SWEATPANT BLK XL    ,TRUE,699170354930,49.99,35.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD SPORT LAC BLK SM    ,TRUE,699170354954,49.99,27.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD SPORT LAC BLK MD    ,TRUE,699170354961,49.99,27.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD SPORT LAC BLK LG    ,TRUE,699170354978,49.99,27.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD SPORT LAC BLK XL    ,TRUE,699170354985,49.99,27.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD SPORT LAC BLK 2XL   ,TRUE,699170354992,49.99,29.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD FRONTCHES 2CL SM    ,TRUE,699170355005,49.99,30.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD FRONTCHES 2CL MD    ,TRUE,699170355012,49.99,30.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD FRONTCHES 2CL LG    ,TRUE,699170355029,49.99,30.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD FRNTCREST 2CL SM    ,TRUE,699170355050,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD FRNTCREST 2CL MD    ,TRUE,699170355067,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD FRNTCREST 2CL LG    ,TRUE,699170355074,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD FRNTCREST 2CL XL    ,TRUE,699170355081,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD FRNTCREST 2CL 2XL   ,TRUE,699170355098,49.99,28.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD HOF 2CL SM          ,TRUE,699170355104,59.99,30.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD HOF 2CL MD          ,TRUE,699170355111,59.99,30.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD HOF 2CL LG          ,TRUE,699170355128,59.99,30.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD HOF 2CL XL          ,TRUE,699170355135,59.99,30.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD HOF 2CL 2XL         ,TRUE,699170355142,59.99,30.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD LACROSSE GRY SM     ,TRUE,699170355692,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD LACROSSE GRY MD     ,TRUE,699170355708,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD LACROSSE GRY LG     ,TRUE,699170355715,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD LACROSSE GRY XL     ,TRUE,699170355722,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD LACROSSE GRY 2XL    ,TRUE,699170355739,49.99,26.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD LACROSSE BLK SM     ,TRUE,699170355746,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD LACROSSE BLK MD     ,TRUE,699170355753,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD LACROSSE BLK LG     ,TRUE,699170355760,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD LACROSSE BLK XL     ,TRUE,699170355777,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD LACROSSE BLK 2XL    ,TRUE,699170355784,49.99,26.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD SPORT LAC CHL SM    ,TRUE,699170355999,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD SPORT LAC CHL MD    ,TRUE,699170356002,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD SPORT LAC CHL LG    ,TRUE,699170356019,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD SPORT LAC CHL XL    ,TRUE,699170356026,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD SPORT LAC CHL 2XL   ,TRUE,699170356033,49.99,25.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE BAG KILGOUR RYL OSFA     ,TRUE,699170356040,14.99,6.00,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD EAGLE BLK SM        ,TRUE,699170357078,49.99,29.78,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD EAGLE BLK MD        ,TRUE,699170357085,49.99,29.78,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD EAGLE BLK LG        ,TRUE,699170357092,49.99,29.78,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD EAGLE BLK XL        ,TRUE,699170357108,49.99,29.78,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,SJGE HOOD EAGLE BLK 2X        ,TRUE,699170357115,49.99,31.17,TRUE,system,active,1,tracked,,0,0,general,general,S J GRAPHICS & EMBROIDERY     ,,,
,Debeer womans handle composite offset black,TRUE,400000005515,55.00,13.75,TRUE,system,active,3,tracked,,0,0,general,general,Lacrosse,,,
,brine mens def handle f55 black,TRUE,400000005614,55.00,13.75,TRUE,system,active,2,tracked,,0,0,general,general,Lacrosse,,,
